payment_method,failure_code,amount,attempt_number,customer_failure_count,merchant_failure_rate,transaction_hour,is_international,previous_success,recovery_probability
CARD,NETWORK_ERROR,44501,1,0,0.07,16,0,1,0.7705802733796999
CARD,BANK_TIMEOUT,35749,1,3,0.03,16,1,1,0.6532681156580239
NETBANKING,INVALID_ACCOUNT,30940,4,5,0.4,6,0,0,0.01
NETBANKING,ACCOUNT_BLOCKED,31442,1,1,0.34,0,1,0,0.024422723137876252
NETBANKING,EXPIRED_CARD,16864,2,5,0.11,9,0,0,0.01
CARD,NETWORK_ERROR,3048,1,2,0.42,0,0,0,0.710900617191416
UPI,INSUFFICIENT_FUNDS,8092,2,2,0.19,23,1,1,0.15431579912254592
NETBANKING,EXPIRED_CARD,49896,2,5,0.34,21,0,1,0.01
NETBANKING,EXPIRED_CARD,8650,1,3,0.2,2,1,1,0.01
CARD,EXPIRED_CARD,24418,1,1,0.26,14,0,0,0.04298339421531792
NETBANKING,INVALID_ACCOUNT,5606,2,4,0.23,20,0,0,0.01
CARD,INSUFFICIENT_FUNDS,2645,3,2,0.07,8,1,1,0.17692638661063562
CARD,INVALID_ACCOUNT,5637,4,5,0.12,3,0,1,0.05618403984195044
NETBANKING,INVALID_CARD,20527,1,1,0.32,3,1,1,0.058485782264916866
NETBANKING,FRAUD_SUSPECTED,40720,2,4,0.06,17,1,0,0.026167488240672353
NETBANKING,GATEWAY_TIMEOUT,2260,3,2,0.42,19,0,0,0.6063529205491396
CARD,NETWORK_ERROR,44289,3,2,0.03,13,0,1,0.6917439985129807
CARD,BANK_TIMEOUT,9292,1,5,0.24,20,0,1,0.6457219822247598
NETBANKING,CARD_DECLINED,12283,1,5,0.45,11,1,1,0.15057616250145842
NETBANKING,FRAUD_SUSPECTED,17596,3,0,0.23,16,1,1,0.01
NETBANKING,INVALID_ACCOUNT,35361,2,5,0.36,23,0,0,0.036228600684545566
UPI,BANK_TIMEOUT,29953,2,5,0.34,8,0,1,0.5854489966033506
UPI,NETWORK_ERROR,11489,3,3,0.06,14,1,1,0.6277414861417194
UPI,CARD_DECLINED,6311,1,5,0.49,17,1,1,0.1193475380255421
NETBANKING,INVALID_CARD,16950,3,1,0.48,4,1,1,0.042372562547934735
CARD,BANK_TIMEOUT,45693,3,4,0.28,15,0,0,0.5525204391596256
UPI,INVALID_ACCOUNT,30455,4,0,0.12,5,1,1,0.03765580940768585
NETBANKING,CARD_DECLINED,43328,3,1,0.4,0,1,0,0.03346037932333181
CARD,INVALID_CARD,34841,4,5,0.45,19,0,0,0.02390872282966878
UPI,CARD_DECLINED,15014,1,3,0.23,19,0,1,0.22739433065167136
NETBANKING,GATEWAY_TIMEOUT,18687,4,0,0.15,16,0,0,0.6779091274253244
NETBANKING,INSUFFICIENT_FUNDS,3978,1,4,0.22,9,0,0,0.13274605372826592
CARD,FRAUD_SUSPECTED,45276,4,2,0.06,3,0,1,0.01
UPI,EXPIRED_CARD,3826,1,1,0.14,14,1,0,0.048883725049254215
UPI,FRAUD_SUSPECTED,25091,4,2,0.02,22,1,0,0.01
CARD,NETWORK_ERROR,42659,2,1,0.07,10,1,0,0.6666987478036146
UPI,ACCOUNT_BLOCKED,1870,2,0,0.2,15,0,0,0.05370053559691551
NETBANKING,ACCOUNT_BLOCKED,13462,1,0,0.19,4,0,0,0.1287770802936679
CARD,CARD_DECLINED,10844,4,3,0.33,7,1,0,0.016053814489777524
NETBANKING,GATEWAY_TIMEOUT,20806,4,0,0.07,13,0,1,0.6798075470361468
NETBANKING,ACCOUNT_BLOCKED,46985,3,2,0.37,13,0,1,0.04510185020195775
CARD,FRAUD_SUSPECTED,13839,4,2,0.27,4,1,0,0.03198366496053014
NETBANKING,FRAUD_SUSPECTED,4033,1,2,0.43,18,1,0,0.01
UPI,GATEWAY_TIMEOUT,12869,3,4,0.19,7,1,0,0.5503664440559255
NETBANKING,FRAUD_SUSPECTED,42360,2,4,0.26,10,0,1,0.01
CARD,INVALID_ACCOUNT,5869,4,1,0.19,9,0,1,0.01
NETBANKING,EXPIRED_CARD,32366,4,3,0.13,8,1,1,0.039432367971018324
UPI,BANK_TIMEOUT,20161,4,2,0.41,1,1,0,0.477653210228905
NETBANKING,INVALID_ACCOUNT,8994,4,2,0.28,4,1,1,0.04062274259701846
UPI,EXPIRED_CARD,30419,2,4,0.18,20,1,1,0.01
UPI,GATEWAY_TIMEOUT,8048,1,2,0.02,5,1,1,0.7889826187623762
CARD,INSUFFICIENT_FUNDS,39621,4,0,0.06,13,0,0,0.07813354489386617
NETBANKING,CARD_DECLINED,30818,1,3,0.29,12,0,1,0.21784288228904894
UPI,EXPIRED_CARD,19541,2,0,0.35,1,0,0,0.01
NETBANKING,INSUFFICIENT_FUNDS,49220,3,1,0.34,19,1,1,0.1697830955941638
CARD,INVALID_ACCOUNT,37665,3,1,0.35,7,1,0,0.038635817655297604
CARD,ACCOUNT_BLOCKED,17440,4,5,0.14,9,1,1,0.044272341770245714
NETBANKING,INVALID_ACCOUNT,7700,2,3,0.37,23,0,1,0.030963055546642727
CARD,GATEWAY_TIMEOUT,28899,1,4,0.12,4,1,0,0.5741401392618397
NETBANKING,INSUFFICIENT_FUNDS,25930,2,3,0.2,14,1,1,0.15104920896172466
NETBANKING,CARD_DECLINED,2749,3,5,0.46,10,1,0,0.01
NETBANKING,INVALID_CARD,15265,1,0,0.48,11,0,0,0.07273494931269342
UPI,INVALID_ACCOUNT,47184,2,0,0.24,20,1,1,0.024766253558179116
UPI,INVALID_ACCOUNT,47165,2,3,0.39,13,1,1,0.03945894842811488
UPI,INSUFFICIENT_FUNDS,41056,2,2,0.35,6,0,1,0.14435263181582758
UPI,EXPIRED_CARD,34180,2,4,0.21,23,0,0,0.04248718079814081
CARD,NETWORK_ERROR,2791,1,1,0.2,15,1,0,0.6767712234388736
UPI,CARD_DECLINED,45772,4,4,0.34,12,1,0,0.047458636236726005
UPI,FRAUD_SUSPECTED,23461,4,1,0.06,0,1,0,0.01
NETBANKING,INVALID_ACCOUNT,12849,1,4,0.23,0,1,0,0.01
UPI,INSUFFICIENT_FUNDS,30710,4,1,0.06,4,1,0,0.09290882801004023
CARD,NETWORK_ERROR,48732,3,4,0.18,5,1,1,0.5626537197820106
NETBANKING,BANK_TIMEOUT,34538,2,3,0.28,0,0,0,0.5992068832447702
UPI,BANK_TIMEOUT,36850,4,0,0.44,3,1,1,0.5639987685719958
NETBANKING,FRAUD_SUSPECTED,37470,4,0,0.07,6,0,1,0.041069105580956757
NETBANKING,INVALID_ACCOUNT,47389,4,2,0.07,11,1,0,0.01
UPI,BANK_TIMEOUT,36197,1,3,0.43,19,1,0,0.6034856962384434
UPI,GATEWAY_TIMEOUT,48219,3,0,0.47,0,0,1,0.6743236877510499
NETBANKING,INVALID_CARD,32450,3,4,0.35,15,1,1,0.028277177617855177
CARD,BANK_TIMEOUT,38615,3,4,0.38,9,1,0,0.4616675999601282
CARD,GATEWAY_TIMEOUT,16359,4,3,0.31,21,1,0,0.4935313030317287
NETBANKING,INVALID_CARD,22324,1,4,0.46,9,0,0,0.01
UPI,INVALID_ACCOUNT,17820,3,0,0.34,22,1,1,0.01
CARD,INVALID_CARD,17191,2,2,0.31,6,1,0,0.01
NETBANKING,INVALID_CARD,29534,3,0,0.23,21,1,1,0.01328984358509292
CARD,CARD_DECLINED,40771,1,0,0.04,20,1,1,0.30011064129414866
CARD,CARD_DECLINED,6106,4,4,0.13,18,1,1,0.01
CARD,BANK_TIMEOUT,4850,2,2,0.29,3,1,1,0.6666374112336252
NETBANKING,ACCOUNT_BLOCKED,34279,2,2,0.49,14,0,1,0.01
CARD,BANK_TIMEOUT,31719,2,3,0.18,16,1,1,0.6213912246721746
NETBANKING,GATEWAY_TIMEOUT,28418,2,0,0.42,7,0,1,0.7732829183700254
CARD,EXPIRED_CARD,7820,2,2,0.2,15,0,0,0.01
UPI,BANK_TIMEOUT,1860,3,3,0.33,18,1,0,0.5337410184697274
UPI,CARD_DECLINED,12003,3,3,0.2,0,0,1,0.18168733692996605
NETBANKING,INSUFFICIENT_FUNDS,26790,1,5,0.48,0,0,1,0.07931747956659913
UPI,INVALID_CARD,22275,2,1,0.3,10,1,1,0.021653245158512274
NETBANKING,ACCOUNT_BLOCKED,29185,4,0,0.37,1,1,0,0.01
CARD,INVALID_CARD,6608,3,1,0.13,14,0,0,0.03839340737296535
NETBANKING,ACCOUNT_BLOCKED,5299,4,2,0.45,9,0,1,0.015981934396686333
UPI,INVALID_CARD,15721,4,3,0.1,2,1,1,0.030787288613463006
CARD,BANK_TIMEOUT,48534,3,2,0.49,16,1,1,0.5431939096775077
UPI,CARD_DECLINED,49927,4,2,0.04,5,1,1,0.11423786842366049
NETBANKING,NETWORK_ERROR,16529,1,5,0.37,16,1,0,0.5748264874869882
NETBANKING,CARD_DECLINED,45060,2,0,0.32,4,0,0,0.19562418126279035
NETBANKING,INVALID_ACCOUNT,10534,1,2,0.29,0,0,1,0.08086765848264162
UPI,INSUFFICIENT_FUNDS,9184,1,2,0.36,16,1,1,0.2159909502963568
CARD,NETWORK_ERROR,23914,3,0,0.37,14,1,1,0.6037066326563812
CARD,INVALID_CARD,36017,2,4,0.05,3,1,1,0.01
NETBANKING,INVALID_CARD,32314,4,3,0.47,15,1,1,0.01
CARD,EXPIRED_CARD,25924,1,4,0.18,0,1,0,0.01861155199690933
CARD,FRAUD_SUSPECTED,21114,2,0,0.25,1,1,1,0.012921974014013854
NETBANKING,INVALID_ACCOUNT,32951,4,1,0.24,9,1,0,0.01
CARD,NETWORK_ERROR,45119,3,5,0.03,19,0,1,0.595363633662044
UPI,INVALID_ACCOUNT,28398,3,0,0.04,15,0,1,0.01
CARD,INSUFFICIENT_FUNDS,38383,1,1,0.09,2,1,0,0.1565609711959814
UPI,INVALID_ACCOUNT,45732,2,4,0.41,7,0,0,0.04968377566261587
UPI,NETWORK_ERROR,33412,3,5,0.02,11,1,1,0.5223138147317397
CARD,FRAUD_SUSPECTED,24448,2,5,0.15,4,1,0,0.01
CARD,INSUFFICIENT_FUNDS,27105,4,2,0.18,22,0,1,0.049285796059265204
CARD,ACCOUNT_BLOCKED,35896,2,5,0.26,22,0,0,0.01
CARD,INVALID_CARD,40576,4,1,0.33,6,1,1,0.026429451294493693
UPI,EXPIRED_CARD,42916,2,2,0.47,12,0,0,0.020000582497364174
NETBANKING,ACCOUNT_BLOCKED,7364,4,1,0.14,13,1,1,0.01
UPI,ACCOUNT_BLOCKED,12940,4,5,0.47,9,0,1,0.012521069988612734
CARD,NETWORK_ERROR,31901,4,1,0.22,18,0,0,0.5992652944607478
UPI,GATEWAY_TIMEOUT,43024,4,0,0.31,1,1,0,0.5926684390969785
UPI,INVALID_ACCOUNT,43380,4,1,0.06,4,0,1,0.02369417315366231
NETBANKING,BANK_TIMEOUT,41644,3,2,0.37,12,0,1,0.6545509356455678
NETBANKING,CARD_DECLINED,27433,2,1,0.03,12,1,1,0.19780343188126848
NETBANKING,INSUFFICIENT_FUNDS,39528,2,5,0.18,16,0,1,0.07086105815454809
UPI,INVALID_CARD,8503,3,1,0.34,2,1,0,0.01
NETBANKING,EXPIRED_CARD,20670,3,4,0.38,9,0,1,0.04939684343310071
UPI,GATEWAY_TIMEOUT,18652,3,1,0.38,11,0,1,0.6600019844838028
UPI,ACCOUNT_BLOCKED,14017,2,1,0.26,18,1,0,0.01
CARD,BANK_TIMEOUT,19910,2,0,0.02,19,0,1,0.796421647471333
NETBANKING,INVALID_ACCOUNT,11496,2,5,0.17,22,0,0,0.03564908926922616
CARD,EXPIRED_CARD,41361,2,3,0.22,10,1,1,0.01
CARD,GATEWAY_TIMEOUT,29185,3,3,0.47,10,1,1,0.5587416274597885
UPI,CARD_DECLINED,30780,1,1,0.46,13,1,0,0.14795856387266165
NETBANKING,INSUFFICIENT_FUNDS,38117,2,4,0.38,4,1,0,0.02826713298842516
UPI,GATEWAY_TIMEOUT,4620,3,0,0.47,3,0,1,0.7360506509944857
UPI,INSUFFICIENT_FUNDS,37415,1,3,0.09,19,1,0,0.1801638608932655
CARD,EXPIRED_CARD,12482,2,5,0.44,18,0,0,0.02030211587612945
NETBANKING,BANK_TIMEOUT,14586,4,0,0.35,3,0,1,0.6496637402470815
UPI,ACCOUNT_BLOCKED,45766,3,2,0.24,2,1,0,0.01
NETBANKING,NETWORK_ERROR,27718,2,1,0.03,22,1,1,0.7168039992815572
UPI,BANK_TIMEOUT,47098,3,2,0.1,8,0,1,0.6267045671419065
CARD,INSUFFICIENT_FUNDS,10609,4,4,0.06,4,0,0,0.03715405969051596
CARD,GATEWAY_TIMEOUT,10923,4,3,0.36,7,1,0,0.49018155770645466
UPI,INVALID_ACCOUNT,29331,3,5,0.25,1,0,0,0.014040702246583886
CARD,INSUFFICIENT_FUNDS,2688,1,0,0.3,1,1,0,0.25341362817247925
UPI,FRAUD_SUSPECTED,33816,4,5,0.48,14,1,1,0.01
NETBANKING,INVALID_CARD,8003,4,1,0.28,9,1,0,0.01
CARD,INVALID_CARD,41893,2,1,0.1,9,1,1,0.024850722841138005
NETBANKING,INVALID_CARD,34726,3,0,0.17,23,1,0,0.01
CARD,FRAUD_SUSPECTED,32545,2,2,0.49,2,1,0,0.03876080179891631
CARD,INVALID_CARD,37382,4,2,0.35,18,1,1,0.01
CARD,BANK_TIMEOUT,2837,2,5,0.12,23,1,0,0.5262338309059804
CARD,CARD_DECLINED,33905,3,5,0.08,0,0,0,0.059076194649414514
UPI,FRAUD_SUSPECTED,6167,3,2,0.18,18,1,0,0.01
UPI,INSUFFICIENT_FUNDS,31863,4,3,0.03,2,1,0,0.0535713756305305
CARD,INSUFFICIENT_FUNDS,3862,2,4,0.42,1,0,0,0.11700752163431777
UPI,GATEWAY_TIMEOUT,38788,2,0,0.02,6,1,0,0.669139720896253
NETBANKING,INSUFFICIENT_FUNDS,39822,2,1,0.31,11,0,0,0.1806299153784276
NETBANKING,CARD_DECLINED,37309,4,1,0.28,0,1,1,0.09968710661412122
NETBANKING,ACCOUNT_BLOCKED,21623,2,4,0.04,17,1,0,0.025923085062743247
NETBANKING,CARD_DECLINED,49351,4,3,0.23,19,0,0,0.05508840290977802
CARD,INVALID_ACCOUNT,10312,3,2,0.21,12,1,1,0.028783300043648645
UPI,INVALID_CARD,44945,1,5,0.48,20,1,0,0.011804049617405747
NETBANKING,GATEWAY_TIMEOUT,44813,3,5,0.02,10,1,0,0.4714197877251578
NETBANKING,INVALID_CARD,10924,4,1,0.19,18,0,0,0.04071940385781487
UPI,FRAUD_SUSPECTED,29455,2,3,0.13,9,1,0,0.01
UPI,CARD_DECLINED,30739,2,1,0.39,21,0,1,0.21480335632816366
CARD,INVALID_CARD,26167,1,0,0.18,9,1,0,0.026684627092031572
CARD,INVALID_ACCOUNT,26042,2,4,0.41,12,1,0,0.01
CARD,ACCOUNT_BLOCKED,16799,1,1,0.34,20,1,0,0.012014146713224342
CARD,ACCOUNT_BLOCKED,46452,3,3,0.4,7,1,1,0.01
NETBANKING,INVALID_ACCOUNT,15032,2,0,0.28,17,0,0,0.01150420288689593
NETBANKING,INSUFFICIENT_FUNDS,17654,4,3,0.3,4,0,1,0.1265556155844292
NETBANKING,INSUFFICIENT_FUNDS,41495,1,0,0.39,5,0,0,0.18867788766738455
UPI,NETWORK_ERROR,32944,3,1,0.03,20,0,0,0.6449940200592623
CARD,GATEWAY_TIMEOUT,14272,1,1,0.13,12,0,0,0.736108878052252
UPI,ACCOUNT_BLOCKED,36361,2,0,0.09,1,0,0,0.01
NETBANKING,INVALID_CARD,31813,2,0,0.42,5,1,0,0.049756576603777476
UPI,NETWORK_ERROR,43556,4,3,0.32,12,0,0,0.5179156247121864
NETBANKING,NETWORK_ERROR,43101,1,3,0.19,10,0,0,0.7049011009738042
CARD,INVALID_ACCOUNT,15727,3,1,0.39,16,1,0,0.01
UPI,FRAUD_SUSPECTED,18756,4,2,0.22,3,0,1,0.05763686927136489
UPI,INVALID_ACCOUNT,29735,1,1,0.25,17,0,0,0.04937660951503783
UPI,BANK_TIMEOUT,40944,2,5,0.5,23,0,0,0.4983032220803941
NETBANKING,ACCOUNT_BLOCKED,42142,1,1,0.42,5,0,1,0.06460656309221928
UPI,BANK_TIMEOUT,24653,2,1,0.14,2,0,0,0.6943241082251276
CARD,GATEWAY_TIMEOUT,46722,4,3,0.09,4,0,0,0.47982578285056543
UPI,NETWORK_ERROR,28716,4,4,0.18,9,0,0,0.44874652985523444
CARD,EXPIRED_CARD,44640,1,0,0.38,2,1,1,0.05255366688282544
UPI,INVALID_CARD,30789,4,5,0.08,19,0,0,0.01
CARD,INSUFFICIENT_FUNDS,33339,4,2,0.38,13,1,0,0.037971364569470624
UPI,GATEWAY_TIMEOUT,2773,3,0,0.25,10,0,0,0.6532913259755253
NETBANKING,BANK_TIMEOUT,23759,2,0,0.31,8,0,0,0.7054743388762456
UPI,EXPIRED_CARD,21225,3,0,0.27,16,1,0,0.014774852314005339
CARD,EXPIRED_CARD,29367,1,1,0.39,16,1,1,0.016208424784221985
CARD,BANK_TIMEOUT,48192,1,4,0.33,7,0,1,0.6562703371290876
NETBANKING,CARD_DECLINED,2743,3,4,0.12,10,0,0,0.06775506134537605
UPI,EXPIRED_CARD,11044,4,5,0.3,14,0,0,0.01484979017630087
NETBANKING,BANK_TIMEOUT,7820,2,1,0.02,3,0,0,0.6743210933107264
UPI,CARD_DECLINED,1914,4,1,0.43,17,0,0,0.11557949496653001
NETBANKING,BANK_TIMEOUT,23947,1,1,0.16,12,1,0,0.6506143264430821
CARD,CARD_DECLINED,31204,1,5,0.05,1,1,1,0.1390769147512642
CARD,ACCOUNT_BLOCKED,28649,4,1,0.32,2,0,1,0.0429458892762739
CARD,ACCOUNT_BLOCKED,1754,3,5,0.16,21,0,0,0.0142408726980262
NETBANKING,INVALID_ACCOUNT,7995,1,0,0.06,8,1,1,0.11398475595990443
NETBANKING,INVALID_CARD,30556,4,3,0.45,18,1,0,0.01
CARD,BANK_TIMEOUT,6419,4,0,0.29,3,1,1,0.6216423629307049
UPI,EXPIRED_CARD,30685,1,1,0.44,21,0,0,0.01
CARD,INSUFFICIENT_FUNDS,20110,4,4,0.44,14,1,0,0.01
UPI,GATEWAY_TIMEOUT,3987,3,5,0.3,22,0,1,0.5724134401709053
NETBANKING,EXPIRED_CARD,15548,3,5,0.26,5,1,0,0.021939915722373075
UPI,INSUFFICIENT_FUNDS,41297,3,5,0.24,21,0,0,0.03000277407552423
CARD,BANK_TIMEOUT,40234,2,4,0.26,21,1,0,0.5653867400634487
NETBANKING,CARD_DECLINED,25273,3,4,0.15,4,1,0,0.01855361562761422
UPI,FRAUD_SUSPECTED,47471,4,5,0.18,22,0,0,0.015307367245139708
NETBANKING,INVALID_CARD,43452,4,3,0.09,4,1,0,0.01
UPI,INSUFFICIENT_FUNDS,20530,1,3,0.32,1,0,1,0.1904126775521276
UPI,CARD_DECLINED,3973,1,2,0.35,4,0,1,0.24483575827607024
UPI,CARD_DECLINED,45256,3,1,0.49,13,0,1,0.10813272765257276
NETBANKING,INVALID_ACCOUNT,27598,2,1,0.11,14,0,1,0.01
CARD,FRAUD_SUSPECTED,47063,1,5,0.45,20,1,0,0.01
CARD,GATEWAY_TIMEOUT,5608,1,0,0.24,8,1,1,0.8451626691577055
CARD,EXPIRED_CARD,42144,3,1,0.39,2,1,0,0.04562934594263133
CARD,INVALID_CARD,15673,1,2,0.05,19,0,0,0.08287024923402816
CARD,CARD_DECLINED,49411,4,5,0.31,8,1,1,0.01
NETBANKING,INVALID_ACCOUNT,29077,2,2,0.23,6,1,0,0.025181416204135852
NETBANKING,ACCOUNT_BLOCKED,34723,4,2,0.38,18,0,1,0.01
UPI,BANK_TIMEOUT,30555,3,0,0.14,20,0,0,0.6916632137879425
CARD,ACCOUNT_BLOCKED,11727,2,0,0.18,14,0,1,0.06442818544816245
UPI,NETWORK_ERROR,1785,1,1,0.13,9,0,1,0.8105072666704299
NETBANKING,INVALID_CARD,11109,3,1,0.37,20,0,1,0.023190435182871443
UPI,INVALID_CARD,27672,4,0,0.37,12,1,0,0.03499515298446559
CARD,ACCOUNT_BLOCKED,6813,2,0,0.26,15,0,1,0.05781653652262257
CARD,NETWORK_ERROR,17549,4,0,0.18,0,0,0,0.6720391907726898
CARD,BANK_TIMEOUT,9195,2,0,0.21,0,1,0,0.6677246411370966
CARD,GATEWAY_TIMEOUT,36663,4,4,0.48,20,0,0,0.4945503225420804
UPI,INVALID_ACCOUNT,25731,1,2,0.38,19,1,0,0.01
CARD,ACCOUNT_BLOCKED,25988,4,4,0.31,20,1,1,0.01
UPI,NETWORK_ERROR,18837,1,2,0.42,4,1,1,0.6693840478968908
CARD,INSUFFICIENT_FUNDS,32103,2,1,0.36,17,1,0,0.14584028922003184
CARD,ACCOUNT_BLOCKED,24231,2,4,0.36,10,1,1,0.05752859720861058
NETBANKING,EXPIRED_CARD,45813,4,1,0.45,15,0,0,0.01
CARD,EXPIRED_CARD,31417,4,5,0.41,20,0,1,0.01
UPI,EXPIRED_CARD,20539,1,0,0.19,6,1,0,0.01
CARD,INSUFFICIENT_FUNDS,37442,1,1,0.18,13,0,0,0.2250738989677762
NETBANKING,INVALID_CARD,40664,4,3,0.36,19,1,0,0.01
NETBANKING,EXPIRED_CARD,25842,1,3,0.17,2,0,0,0.01
NETBANKING,CARD_DECLINED,8588,4,1,0.34,12,1,1,0.14748763127906844
NETBANKING,BANK_TIMEOUT,8662,3,2,0.3,1,1,0,0.5621650321820971
CARD,INSUFFICIENT_FUNDS,22144,2,2,0.32,15,1,1,0.10180673469823362
CARD,INVALID_CARD,44782,3,2,0.23,7,1,1,0.016013082573129105
NETBANKING,FRAUD_SUSPECTED,47772,2,2,0.05,5,1,1,0.01
NETBANKING,BANK_TIMEOUT,5493,4,2,0.39,5,1,0,0.5331165568185977
NETBANKING,INVALID_CARD,21579,2,1,0.4,12,1,1,0.02786435833083451
NETBANKING,ACCOUNT_BLOCKED,40506,1,1,0.04,7,1,1,0.01
UPI,BANK_TIMEOUT,36817,3,0,0.18,22,0,0,0.6302868527945147
CARD,ACCOUNT_BLOCKED,48583,3,3,0.45,7,1,0,0.030716591174297404
UPI,ACCOUNT_BLOCKED,31693,4,5,0.13,5,1,1,0.01
UPI,INVALID_CARD,49110,2,0,0.14,16,1,0,0.01
UPI,INSUFFICIENT_FUNDS,17366,4,0,0.04,19,1,1,0.13488554427685104
UPI,INVALID_ACCOUNT,11867,4,2,0.5,6,0,0,0.01
NETBANKING,ACCOUNT_BLOCKED,4422,4,0,0.4,12,0,0,0.01
NETBANKING,INSUFFICIENT_FUNDS,4107,3,2,0.15,16,1,0,0.08696392048350833
CARD,BANK_TIMEOUT,43679,2,5,0.02,19,0,0,0.5402518119746638
NETBANKING,INVALID_ACCOUNT,3264,2,5,0.46,1,0,1,0.01
NETBANKING,INVALID_CARD,32780,4,3,0.23,13,1,1,0.01
CARD,FRAUD_SUSPECTED,19681,3,4,0.44,6,1,0,0.021338059105592694
NETBANKING,CARD_DECLINED,13341,3,5,0.36,3,0,0,0.01
UPI,ACCOUNT_BLOCKED,20752,3,1,0.13,1,0,0,0.029114748574412604
UPI,NETWORK_ERROR,13585,3,5,0.38,2,1,1,0.5156361175378501
UPI,EXPIRED_CARD,1596,2,3,0.13,13,0,1,0.01
CARD,CARD_DECLINED,47109,1,2,0.32,3,1,1,0.22949664812314882
CARD,INVALID_CARD,10401,1,3,0.48,17,0,1,0.028090253841735274
CARD,ACCOUNT_BLOCKED,29827,2,0,0.1,9,0,1,0.06667855614959561
CARD,GATEWAY_TIMEOUT,22701,2,5,0.03,7,1,0,0.5323950639531738
UPI,GATEWAY_TIMEOUT,24626,2,4,0.14,17,0,1,0.6690151338900256
CARD,NETWORK_ERROR,25271,3,4,0.3,23,1,1,0.573621089023724
CARD,CARD_DECLINED,19664,4,2,0.39,4,0,0,0.01
UPI,FRAUD_SUSPECTED,11232,3,1,0.49,23,1,1,0.013834494475631577
CARD,CARD_DECLINED,32455,1,0,0.26,15,1,1,0.29044985768575354
UPI,CARD_DECLINED,24725,4,0,0.38,19,0,1,0.13100925468150726
NETBANKING,FRAUD_SUSPECTED,3013,2,4,0.35,1,1,0,0.01
NETBANKING,BANK_TIMEOUT,41731,4,1,0.14,13,0,0,0.5365845879119675
UPI,INSUFFICIENT_FUNDS,43591,3,0,0.38,18,0,0,0.1205341181496102
CARD,FRAUD_SUSPECTED,31651,3,1,0.25,9,0,0,0.04692040229253628
NETBANKING,INVALID_CARD,32205,3,0,0.48,21,0,1,0.050726965579772
CARD,INVALID_ACCOUNT,33398,1,2,0.19,14,0,1,0.027480566736944628
CARD,INVALID_CARD,5405,4,3,0.28,18,1,0,0.01656731593572635
CARD,INSUFFICIENT_FUNDS,25528,3,3,0.32,10,1,1,0.029941855174006833
CARD,NETWORK_ERROR,4802,2,1,0.3,13,0,0,0.6531698856210701
CARD,NETWORK_ERROR,33573,2,2,0.2,12,0,0,0.598152419290539
UPI,INVALID_CARD,37292,4,5,0.45,17,1,1,0.015344600457081593
NETBANKING,EXPIRED_CARD,37525,4,5,0.11,18,1,0,0.01
UPI,EXPIRED_CARD,41189,1,2,0.36,12,0,0,0.036191777249831435
NETBANKING,NETWORK_ERROR,27753,3,1,0.13,3,0,1,0.6551567479710032
NETBANKING,BANK_TIMEOUT,7348,4,3,0.11,3,0,1,0.5733717003365539
NETBANKING,BANK_TIMEOUT,34451,3,5,0.18,12,0,1,0.580811681382288
UPI,INSUFFICIENT_FUNDS,891,4,1,0.18,15,0,1,0.15103321002034376
CARD,INVALID_CARD,40754,3,1,0.39,16,1,0,0.01
CARD,BANK_TIMEOUT,46626,1,1,0.43,5,1,0,0.6188466176226746
UPI,CARD_DECLINED,34425,2,5,0.23,22,1,0,0.041814963932188656
CARD,GATEWAY_TIMEOUT,44894,2,2,0.42,2,0,0,0.5692866690496665
UPI,INVALID_ACCOUNT,316,4,5,0.35,18,1,1,0.056658358081236766
NETBANKING,NETWORK_ERROR,36943,3,1,0.46,21,0,0,0.5533887266932884
UPI,INVALID_ACCOUNT,5251,4,3,0.4,0,0,1,0.01
CARD,INSUFFICIENT_FUNDS,25808,3,3,0.1,2,0,0,0.06141457971308901
CARD,ACCOUNT_BLOCKED,33878,3,2,0.01,6,1,0,0.0317125417091195
NETBANKING,ACCOUNT_BLOCKED,18324,1,1,0.25,6,1,0,0.03162946696748293
UPI,INSUFFICIENT_FUNDS,10277,3,5,0.18,22,1,1,0.04345509112747602
UPI,ACCOUNT_BLOCKED,41476,3,0,0.41,23,0,0,0.01
NETBANKING,EXPIRED_CARD,36501,1,3,0.4,4,1,1,0.01
NETBANKING,CARD_DECLINED,35608,1,4,0.18,23,0,0,0.17293229249416123
NETBANKING,NETWORK_ERROR,21596,1,2,0.3,14,1,1,0.6768246751832546
UPI,INSUFFICIENT_FUNDS,26311,1,3,0.43,14,1,1,0.1207666080207705
UPI,GATEWAY_TIMEOUT,46180,4,0,0.42,20,1,1,0.6188434573776758
NETBANKING,BANK_TIMEOUT,8687,3,4,0.43,18,1,0,0.5240902966353723
NETBANKING,CARD_DECLINED,48619,3,3,0.25,13,1,0,0.04718298009143068
UPI,INVALID_ACCOUNT,35230,4,2,0.32,0,0,0,0.029743956154215358
NETBANKING,FRAUD_SUSPECTED,47303,4,5,0.23,6,0,0,0.01643208302331415
NETBANKING,FRAUD_SUSPECTED,49697,2,3,0.41,3,1,0,0.01
CARD,BANK_TIMEOUT,27301,4,0,0.29,10,0,1,0.5944337667416582
NETBANKING,EXPIRED_CARD,35155,1,3,0.08,21,0,0,0.0502381284966441
UPI,INSUFFICIENT_FUNDS,36182,1,0,0.09,18,1,1,0.31624271657819725
