payment_method,failure_code,amount,attempt_number,customer_failure_count,merchant_failure_rate,transaction_hour,is_international,previous_success,failure_class
CARD,INSUFFICIENT_FUNDS,40776,4,2,0.07,11,1,0,CUSTOMER_ACTION
UPI,INSUFFICIENT_FUNDS,1001,1,3,0.43,19,1,0,CUSTOMER_ACTION
UPI,INVALID_ACCOUNT,11195,3,0,0.47,0,0,1,PERMANENT
NETBANKING,ACCOUNT_BLOCKED,23008,4,2,0.18,17,1,0,PERMANENT
CARD,FRAUD_SUSPECTED,22071,1,2,0.31,14,0,0,RISK
NETBANKING,ACCOUNT_BLOCKED,19188,4,1,0.23,16,1,1,PERMANENT
UPI,GATEWAY_TIMEOUT,18976,2,0,0.16,7,1,1,TRANSIENT
NETBANKING,GATEWAY_TIMEOUT,17090,4,1,0.06,12,1,0,TRANSIENT
NETBANKING,FRAUD_SUSPECTED,18878,1,3,0.39,22,1,1,RISK
CARD,FRAUD_SUSPECTED,36532,4,4,0.26,22,1,1,RISK
NETBANKING,INVALID_ACCOUNT,5039,1,0,0.2,13,1,0,PERMANENT
UPI,INVALID_ACCOUNT,33130,4,4,0.13,18,1,1,PERMANENT
CARD,CARD_DECLINED,3533,1,1,0.15,6,0,1,CUSTOMER_ACTION
NETBANKING,FRAUD_SUSPECTED,44008,2,2,0.49,14,0,1,RISK
CARD,INVALID_CARD,2674,4,5,0.3,12,1,0,PERMANENT
CARD,INVALID_ACCOUNT,38104,2,3,0.45,18,0,0,PERMANENT
CARD,INSUFFICIENT_FUNDS,13753,3,3,0.07,11,1,1,CUSTOMER_ACTION
UPI,INSUFFICIENT_FUNDS,16429,1,0,0.28,10,1,1,CUSTOMER_ACTION
UPI,NETWORK_ERROR,9397,3,1,0.18,12,1,0,TRANSIENT
NETBANKING,GATEWAY_TIMEOUT,47546,1,2,0.46,17,0,1,TRANSIENT
UPI,GATEWAY_TIMEOUT,2120,2,2,0.05,7,1,1,TRANSIENT
NETBANKING,INSUFFICIENT_FUNDS,33889,3,3,0.37,17,1,1,CUSTOMER_ACTION
NETBANKING,INVALID_CARD,32758,1,3,0.03,15,1,1,PERMANENT
UPI,NETWORK_ERROR,16321,4,0,0.5,8,0,1,TRANSIENT
UPI,FRAUD_SUSPECTED,25496,4,0,0.33,20,1,0,RISK
UPI,ACCOUNT_BLOCKED,5299,3,3,0.36,9,0,1,PERMANENT
NETBANKING,FRAUD_SUSPECTED,28747,4,0,0.27,9,1,1,RISK
UPI,NETWORK_ERROR,32149,3,1,0.32,8,0,1,TRANSIENT
UPI,CARD_DECLINED,46552,3,5,0.29,2,0,0,CUSTOMER_ACTION
NETBANKING,INSUFFICIENT_FUNDS,38453,2,0,0.16,0,0,1,CUSTOMER_ACTION
UPI,BANK_TIMEOUT,43472,1,2,0.36,16,1,1,TRANSIENT
CARD,ACCOUNT_BLOCKED,4757,3,5,0.14,23,1,1,PERMANENT
CARD,INVALID_CARD,20786,4,4,0.3,7,0,0,PERMANENT
CARD,INVALID_ACCOUNT,28947,4,3,0.46,21,1,1,PERMANENT
NETBANKING,FRAUD_SUSPECTED,28478,4,3,0.43,15,1,0,RISK
UPI,FRAUD_SUSPECTED,32876,3,5,0.08,13,1,1,RISK
UPI,FRAUD_SUSPECTED,32278,3,0,0.15,19,1,0,RISK
CARD,EXPIRED_CARD,23731,3,5,0.15,5,0,1,PERMANENT
NETBANKING,GATEWAY_TIMEOUT,36407,3,5,0.03,19,0,1,TRANSIENT
NETBANKING,CARD_DECLINED,18163,1,0,0.2,15,0,1,CUSTOMER_ACTION
UPI,ACCOUNT_BLOCKED,38383,1,1,0.09,2,1,0,PERMANENT
UPI,BANK_TIMEOUT,35750,2,4,0.41,7,0,0,TRANSIENT
UPI,BANK_TIMEOUT,33412,3,5,0.02,11,1,1,TRANSIENT
CARD,FRAUD_SUSPECTED,24448,2,5,0.15,4,1,0,RISK
CARD,FRAUD_SUSPECTED,12739,4,4,0.23,8,1,1,RISK
UPI,CARD_DECLINED,29792,2,5,0.26,22,0,0,CUSTOMER_ACTION
CARD,FRAUD_SUSPECTED,27901,4,1,0.33,6,1,1,RISK
CARD,FRAUD_SUSPECTED,42916,2,2,0.47,12,0,0,RISK
CARD,GATEWAY_TIMEOUT,8548,3,3,0.47,9,1,1,TRANSIENT
CARD,INSUFFICIENT_FUNDS,44926,3,1,0.22,11,0,1,CUSTOMER_ACTION
CARD,EXPIRED_CARD,31648,1,0,0.41,0,0,1,PERMANENT
UPI,GATEWAY_TIMEOUT,44643,3,5,0.37,4,0,0,TRANSIENT
UPI,EXPIRED_CARD,8528,1,2,0.32,18,0,1,PERMANENT
UPI,FRAUD_SUSPECTED,20071,3,3,0.35,4,0,0,RISK
CARD,INVALID_ACCOUNT,26840,2,5,0.4,19,0,1,PERMANENT
UPI,GATEWAY_TIMEOUT,18971,2,5,0.07,4,1,0,TRANSIENT
UPI,NETWORK_ERROR,15502,1,5,0.25,10,1,0,TRANSIENT
UPI,FRAUD_SUSPECTED,9349,3,4,0.16,11,0,1,RISK
UPI,FRAUD_SUSPECTED,49905,2,5,0.43,5,0,1,RISK
CARD,BANK_TIMEOUT,17783,1,2,0.46,6,0,0,TRANSIENT
CARD,NETWORK_ERROR,6404,2,1,0.34,22,0,0,TRANSIENT
NETBANKING,ACCOUNT_BLOCKED,42244,2,3,0.22,10,1,1,PERMANENT
CARD,INVALID_CARD,8441,4,2,0.24,7,1,1,PERMANENT
CARD,FRAUD_SUSPECTED,30780,1,1,0.46,13,1,0,RISK
NETBANKING,FRAUD_SUSPECTED,14331,2,4,0.14,14,0,0,RISK
UPI,NETWORK_ERROR,42152,1,1,0.44,7,0,0,TRANSIENT
CARD,EXPIRED_CARD,40649,3,4,0.1,9,1,1,PERMANENT
NETBANKING,INSUFFICIENT_FUNDS,37125,1,1,0.31,19,0,0,CUSTOMER_ACTION
NETBANKING,INVALID_CARD,39455,1,1,0.49,11,0,1,PERMANENT
NETBANKING,FRAUD_SUSPECTED,5836,3,1,0.05,23,0,1,RISK
UPI,INSUFFICIENT_FUNDS,46381,4,5,0.36,10,0,0,CUSTOMER_ACTION
CARD,GATEWAY_TIMEOUT,16577,2,3,0.13,6,1,1,TRANSIENT
UPI,FRAUD_SUSPECTED,10609,4,4,0.06,4,0,0,RISK
NETBANKING,NETWORK_ERROR,9946,2,3,0.21,16,0,1,TRANSIENT
NETBANKING,CARD_DECLINED,3177,4,4,0.17,15,0,0,CUSTOMER_ACTION
NETBANKING,INSUFFICIENT_FUNDS,49291,3,1,0.03,1,0,0,CUSTOMER_ACTION
NETBANKING,EXPIRED_CARD,9308,3,4,0.37,13,1,1,PERMANENT
CARD,FRAUD_SUSPECTED,24327,4,0,0.24,17,1,1,RISK
CARD,BANK_TIMEOUT,18071,4,5,0.12,5,1,1,TRANSIENT
NETBANKING,FRAUD_SUSPECTED,18780,1,2,0.16,13,0,1,RISK
CARD,NETWORK_ERROR,32545,2,2,0.49,2,1,0,TRANSIENT
NETBANKING,ACCOUNT_BLOCKED,44311,4,2,0.35,18,1,1,PERMANENT
UPI,FRAUD_SUSPECTED,2837,2,5,0.12,23,1,0,RISK
NETBANKING,CARD_DECLINED,17928,3,5,0.08,0,0,0,CUSTOMER_ACTION
UPI,CARD_DECLINED,48095,3,2,0.18,18,1,0,CUSTOMER_ACTION
UPI,EXPIRED_CARD,31863,4,3,0.03,2,1,0,PERMANENT
UPI,INVALID_ACCOUNT,3862,2,4,0.42,1,0,0,PERMANENT
UPI,EXPIRED_CARD,38788,2,0,0.02,6,1,0,PERMANENT
NETBANKING,FRAUD_SUSPECTED,10115,2,4,0.32,1,0,1,RISK
NETBANKING,EXPIRED_CARD,17159,1,3,0.4,21,1,0,PERMANENT
CARD,GATEWAY_TIMEOUT,35390,2,5,0.5,9,1,1,TRANSIENT
UPI,INVALID_CARD,28824,2,2,0.16,13,1,1,PERMANENT
CARD,FRAUD_SUSPECTED,44945,1,5,0.48,20,1,0,RISK
NETBANKING,EXPIRED_CARD,48819,3,5,0.02,10,1,0,PERMANENT
UPI,FRAUD_SUSPECTED,37512,4,1,0.19,18,0,0,RISK
CARD,CARD_DECLINED,48230,2,3,0.13,9,1,0,CUSTOMER_ACTION
NETBANKING,INVALID_CARD,44797,3,3,0.1,21,0,1,PERMANENT
CARD,FRAUD_SUSPECTED,26167,1,0,0.18,9,1,0,RISK
NETBANKING,NETWORK_ERROR,26042,2,4,0.41,12,1,0,TRANSIENT
NETBANKING,FRAUD_SUSPECTED,16799,1,1,0.34,20,1,0,RISK
CARD,INVALID_ACCOUNT,5780,2,5,0.16,1,0,0,PERMANENT
UPI,GATEWAY_TIMEOUT,35781,1,0,0.2,23,0,1,TRANSIENT
NETBANKING,ACCOUNT_BLOCKED,4564,2,5,0.42,6,1,1,PERMANENT
UPI,INSUFFICIENT_FUNDS,44235,2,1,0.47,0,0,1,CUSTOMER_ACTION
NETBANKING,INSUFFICIENT_FUNDS,24155,2,0,0.01,4,0,0,CUSTOMER_ACTION
UPI,FRAUD_SUSPECTED,4896,2,1,0.41,12,0,0,RISK
NETBANKING,FRAUD_SUSPECTED,36361,2,0,0.09,1,0,0,RISK
NETBANKING,GATEWAY_TIMEOUT,28047,4,1,0.03,3,0,1,TRANSIENT
UPI,BANK_TIMEOUT,43556,4,3,0.32,12,0,0,TRANSIENT
UPI,GATEWAY_TIMEOUT,43101,1,3,0.19,10,0,0,TRANSIENT
NETBANKING,FRAUD_SUSPECTED,15727,3,1,0.39,16,1,0,RISK
CARD,FRAUD_SUSPECTED,18756,4,2,0.22,3,0,1,RISK
NETBANKING,GATEWAY_TIMEOUT,36305,4,0,0.08,4,0,0,TRANSIENT
UPI,FRAUD_SUSPECTED,40944,2,5,0.5,23,0,0,RISK
UPI,FRAUD_SUSPECTED,13528,2,0,0.2,21,0,0,RISK
UPI,FRAUD_SUSPECTED,17486,1,4,0.12,21,1,0,RISK
UPI,ACCOUNT_BLOCKED,23754,2,5,0.44,5,0,0,PERMANENT
CARD,BANK_TIMEOUT,30726,3,5,0.15,16,0,0,TRANSIENT
NETBANKING,ACCOUNT_BLOCKED,1841,1,5,0.38,12,1,0,PERMANENT
CARD,NETWORK_ERROR,48725,4,5,0.08,19,0,0,TRANSIENT
CARD,FRAUD_SUSPECTED,12473,4,2,0.38,13,1,0,RISK
UPI,BANK_TIMEOUT,2773,3,0,0.25,10,0,0,TRANSIENT
CARD,FRAUD_SUSPECTED,13035,1,4,0.27,2,0,1,RISK
CARD,NETWORK_ERROR,21053,1,4,0.14,10,0,1,TRANSIENT
CARD,ACCOUNT_BLOCKED,4181,2,3,0.26,13,1,1,PERMANENT
UPI,GATEWAY_TIMEOUT,36743,2,0,0.33,12,1,1,TRANSIENT
NETBANKING,NETWORK_ERROR,15323,3,2,0.36,0,0,1,TRANSIENT
UPI,CARD_DECLINED,29890,4,1,0.47,4,0,0,CUSTOMER_ACTION
NETBANKING,GATEWAY_TIMEOUT,15583,2,0,0.19,2,0,0,TRANSIENT
UPI,CARD_DECLINED,28095,2,3,0.27,2,0,1,CUSTOMER_ACTION
CARD,BANK_TIMEOUT,2816,4,2,0.04,21,1,1,TRANSIENT
NETBANKING,INVALID_CARD,5914,4,0,0.34,8,1,1,PERMANENT
UPI,ACCOUNT_BLOCKED,41437,1,1,0.45,8,0,1,PERMANENT
NETBANKING,NETWORK_ERROR,19614,1,1,0.28,21,0,0,TRANSIENT
CARD,BANK_TIMEOUT,22072,4,3,0.4,12,1,1,TRANSIENT
NETBANKING,INVALID_CARD,22272,2,2,0.29,23,0,0,PERMANENT
NETBANKING,INVALID_CARD,10145,1,3,0.22,10,0,1,PERMANENT
UPI,INVALID_CARD,10098,2,4,0.01,22,1,0,PERMANENT
NETBANKING,FRAUD_SUSPECTED,10727,4,3,0.33,10,0,0,RISK
CARD,GATEWAY_TIMEOUT,41788,2,4,0.14,18,1,0,TRANSIENT
UPI,FRAUD_SUSPECTED,30153,2,4,0.31,6,0,1,RISK
UPI,INVALID_CARD,45977,3,0,0.45,19,0,1,PERMANENT
NETBANKING,EXPIRED_CARD,39842,3,3,0.15,9,1,0,PERMANENT
NETBANKING,EXPIRED_CARD,36619,2,2,0.36,12,1,0,PERMANENT
NETBANKING,INSUFFICIENT_FUNDS,48140,4,5,0.23,5,0,1,CUSTOMER_ACTION
UPI,CARD_DECLINED,15479,3,0,0.47,20,0,0,CUSTOMER_ACTION
CARD,NETWORK_ERROR,12842,2,2,0.39,3,1,0,TRANSIENT
CARD,NETWORK_ERROR,45301,2,2,0.44,10,0,1,TRANSIENT
UPI,CARD_DECLINED,34714,4,1,0.44,6,1,1,CUSTOMER_ACTION
CARD,NETWORK_ERROR,17555,3,2,0.4,3,1,0,TRANSIENT
UPI,FRAUD_SUSPECTED,5608,1,0,0.24,8,1,1,RISK
NETBANKING,FRAUD_SUSPECTED,19028,2,0,0.32,17,1,0,RISK
UPI,FRAUD_SUSPECTED,33239,1,2,0.05,19,0,0,RISK
CARD,INVALID_ACCOUNT,42153,2,2,0.33,9,0,1,PERMANENT
CARD,CARD_DECLINED,47839,2,2,0.12,19,1,1,CUSTOMER_ACTION
UPI,NETWORK_ERROR,237,1,3,0.16,3,1,1,TRANSIENT
UPI,GATEWAY_TIMEOUT,18316,4,4,0.1,21,0,0,TRANSIENT
NETBANKING,FRAUD_SUSPECTED,11340,3,2,0.37,2,0,0,RISK
CARD,CARD_DECLINED,19751,2,5,0.24,20,1,0,CUSTOMER_ACTION
NETBANKING,FRAUD_SUSPECTED,3209,1,2,0.32,0,1,1,RISK
NETBANKING,INVALID_CARD,1835,4,4,0.32,7,1,1,PERMANENT
UPI,BANK_TIMEOUT,34104,4,4,0.48,20,0,1,TRANSIENT
CARD,FRAUD_SUSPECTED,5180,3,3,0.05,18,0,0,RISK
CARD,BANK_TIMEOUT,245,2,5,0.5,2,1,0,TRANSIENT
UPI,NETWORK_ERROR,12371,4,1,0.28,19,1,0,TRANSIENT
UPI,INSUFFICIENT_FUNDS,4037,4,0,0.14,22,1,0,CUSTOMER_ACTION
CARD,FRAUD_SUSPECTED,40632,4,3,0.31,20,1,1,RISK
UPI,INSUFFICIENT_FUNDS,42523,1,2,0.05,8,0,1,CUSTOMER_ACTION
NETBANKING,INVALID_CARD,31274,2,3,0.09,22,1,0,PERMANENT
UPI,FRAUD_SUSPECTED,34101,3,5,0.3,19,1,1,RISK
NETBANKING,FRAUD_SUSPECTED,28727,2,3,0.35,19,0,0,RISK
CARD,NETWORK_ERROR,32796,4,4,0.24,19,0,1,TRANSIENT
UPI,ACCOUNT_BLOCKED,30839,3,5,0.32,1,1,0,PERMANENT
CARD,FRAUD_SUSPECTED,391,3,1,0.29,7,1,1,RISK
NETBANKING,BANK_TIMEOUT,23402,4,4,0.32,12,1,0,TRANSIENT
CARD,EXPIRED_CARD,20236,4,3,0.02,15,1,0,PERMANENT
UPI,INSUFFICIENT_FUNDS,5906,3,1,0.2,21,0,1,CUSTOMER_ACTION
UPI,FRAUD_SUSPECTED,34597,1,1,0.43,11,1,0,RISK
CARD,FRAUD_SUSPECTED,26660,3,1,0.17,8,0,1,RISK
UPI,INVALID_ACCOUNT,29411,4,5,0.46,10,1,0,PERMANENT
NETBANKING,INVALID_ACCOUNT,49218,3,5,0.46,4,1,0,PERMANENT
CARD,INSUFFICIENT_FUNDS,48889,3,3,0.23,18,0,0,CUSTOMER_ACTION
UPI,INVALID_ACCOUNT,10441,4,4,0.38,5,1,1,PERMANENT
UPI,FRAUD_SUSPECTED,41005,4,3,0.13,18,0,0,RISK
NETBANKING,BANK_TIMEOUT,33982,3,2,0.03,0,0,1,TRANSIENT
NETBANKING,NETWORK_ERROR,46925,1,1,0.15,13,1,1,TRANSIENT
NETBANKING,FRAUD_SUSPECTED,35709,3,0,0.36,6,1,1,RISK
UPI,CARD_DECLINED,40406,3,3,0.04,4,1,0,CUSTOMER_ACTION
UPI,NETWORK_ERROR,33596,3,1,0.02,7,0,1,TRANSIENT
UPI,INVALID_CARD,34651,4,4,0.25,14,0,0,PERMANENT
NETBANKING,INVALID_ACCOUNT,12459,2,5,0.26,9,0,0,PERMANENT
CARD,INVALID_CARD,3263,2,1,0.49,23,0,0,PERMANENT
CARD,FRAUD_SUSPECTED,5790,3,1,0.22,13,0,0,RISK
NETBANKING,GATEWAY_TIMEOUT,13155,1,1,0.24,17,0,0,TRANSIENT
NETBANKING,BANK_TIMEOUT,15847,4,3,0.37,23,1,1,TRANSIENT
CARD,ACCOUNT_BLOCKED,15839,4,2,0.38,14,1,1,PERMANENT
CARD,FRAUD_SUSPECTED,21780,1,1,0.13,16,0,1,RISK
CARD,FRAUD_SUSPECTED,48536,1,0,0.45,4,1,0,RISK
UPI,FRAUD_SUSPECTED,15503,1,4,0.31,4,0,0,RISK
UPI,INSUFFICIENT_FUNDS,24035,1,2,0.49,16,1,1,CUSTOMER_ACTION
UPI,NETWORK_ERROR,9488,4,2,0.02,4,1,0,TRANSIENT
CARD,ACCOUNT_BLOCKED,47109,1,2,0.32,3,1,1,PERMANENT
UPI,ACCOUNT_BLOCKED,7136,4,2,0.29,7,1,0,PERMANENT
UPI,ACCOUNT_BLOCKED,3673,2,4,0.15,13,1,1,PERMANENT
UPI,CARD_DECLINED,43792,1,1,0.12,11,0,1,CUSTOMER_ACTION
UPI,INVALID_CARD,24626,2,4,0.14,17,0,1,PERMANENT
CARD,FRAUD_SUSPECTED,44579,3,4,0.3,23,1,1,RISK
CARD,INVALID_ACCOUNT,28448,3,2,0.08,18,0,0,PERMANENT
CARD,FRAUD_SUSPECTED,11232,3,1,0.49,23,1,1,RISK
CARD,FRAUD_SUSPECTED,32455,1,0,0.26,15,1,1,RISK
NETBANKING,BANK_TIMEOUT,19843,4,3,0.47,23,0,1,TRANSIENT
NETBANKING,EXPIRED_CARD,22625,1,5,0.07,16,0,0,PERMANENT
CARD,FRAUD_SUSPECTED,31790,1,5,0.25,8,1,0,RISK
CARD,INSUFFICIENT_FUNDS,6505,2,5,0.16,23,1,0,CUSTOMER_ACTION
CARD,NETWORK_ERROR,23040,4,2,0.42,15,1,1,TRANSIENT
UPI,INSUFFICIENT_FUNDS,49925,4,3,0.35,16,1,0,CUSTOMER_ACTION
CARD,FRAUD_SUSPECTED,25741,1,2,0.19,14,0,1,RISK
NETBANKING,FRAUD_SUSPECTED,27389,1,3,0.21,18,1,0,RISK
NETBANKING,CARD_DECLINED,15762,4,2,0.21,0,1,1,CUSTOMER_ACTION
NETBANKING,FRAUD_SUSPECTED,27187,1,0,0.12,18,1,1,RISK
UPI,INSUFFICIENT_FUNDS,17191,3,0,0.26,11,1,1,CUSTOMER_ACTION
UPI,GATEWAY_TIMEOUT,5442,2,5,0.36,18,1,1,TRANSIENT
NETBANKING,ACCOUNT_BLOCKED,20034,4,4,0.38,16,1,0,PERMANENT
CARD,GATEWAY_TIMEOUT,14810,1,2,0.09,20,0,1,TRANSIENT
NETBANKING,CARD_DECLINED,12106,2,2,0.41,23,0,1,CUSTOMER_ACTION
UPI,FRAUD_SUSPECTED,383,1,1,0.25,12,0,0,RISK
UPI,ACCOUNT_BLOCKED,7172,1,4,0.41,13,0,1,PERMANENT
CARD,GATEWAY_TIMEOUT,43835,3,1,0.41,0,1,0,TRANSIENT
UPI,INSUFFICIENT_FUNDS,27181,2,2,0.21,6,1,1,CUSTOMER_ACTION
CARD,INVALID_ACCOUNT,40754,3,1,0.39,16,1,0,PERMANENT
UPI,NETWORK_ERROR,46626,1,1,0.43,5,1,0,TRANSIENT
UPI,BANK_TIMEOUT,20320,2,5,0.23,22,1,0,TRANSIENT
NETBANKING,FRAUD_SUSPECTED,47589,2,2,0.42,2,0,0,RISK
NETBANKING,BANK_TIMEOUT,316,4,5,0.35,18,1,1,TRANSIENT
NETBANKING,INSUFFICIENT_FUNDS,22044,2,5,0.48,2,0,0,CUSTOMER_ACTION
CARD,INSUFFICIENT_FUNDS,31847,1,1,0.32,13,1,1,CUSTOMER_ACTION
NETBANKING,CARD_DECLINED,47288,3,3,0.1,2,0,0,CUSTOMER_ACTION
NETBANKING,INVALID_ACCOUNT,33878,3,2,0.01,6,1,0,PERMANENT
UPI,CARD_DECLINED,14840,4,2,0.12,20,0,0,CUSTOMER_ACTION
NETBANKING,INSUFFICIENT_FUNDS,16545,3,1,0.42,14,1,1,CUSTOMER_ACTION
NETBANKING,INVALID_CARD,41476,3,0,0.41,23,0,0,PERMANENT
NETBANKING,FRAUD_SUSPECTED,29904,1,3,0.4,4,1,1,RISK
NETBANKING,CARD_DECLINED,19243,1,4,0.18,23,0,0,CUSTOMER_ACTION
UPI,GATEWAY_TIMEOUT,21596,1,2,0.3,14,1,1,TRANSIENT
UPI,FRAUD_SUSPECTED,26311,1,3,0.43,14,1,1,RISK
UPI,INSUFFICIENT_FUNDS,46180,4,0,0.42,20,1,1,CUSTOMER_ACTION
NETBANKING,BANK_TIMEOUT,20083,3,4,0.39,6,1,1,TRANSIENT
CARD,ACCOUNT_BLOCKED,25992,1,5,0.44,17,1,1,PERMANENT
NETBANKING,FRAUD_SUSPECTED,2325,1,5,0.19,11,1,1,RISK
UPI,INSUFFICIENT_FUNDS,37083,3,4,0.38,12,0,0,CUSTOMER_ACTION
UPI,FRAUD_SUSPECTED,41854,4,0,0.21,3,1,0,RISK
NETBANKING,INVALID_CARD,34903,4,4,0.03,14,0,0,PERMANENT
UPI,INSUFFICIENT_FUNDS,41642,2,4,0.47,3,0,0,CUSTOMER_ACTION
NETBANKING,GATEWAY_TIMEOUT,28078,4,3,0.22,7,1,0,TRANSIENT
NETBANKING,BANK_TIMEOUT,29184,2,2,0.39,16,0,1,TRANSIENT
CARD,FRAUD_SUSPECTED,162,4,5,0.06,20,0,1,RISK
CARD,INVALID_ACCOUNT,18908,2,4,0.21,15,0,1,PERMANENT
CARD,FRAUD_SUSPECTED,13287,2,0,0.2,23,0,1,RISK
NETBANKING,FRAUD_SUSPECTED,42947,4,5,0.48,22,0,1,RISK
UPI,INVALID_CARD,10640,3,1,0.49,4,0,1,PERMANENT
CARD,EXPIRED_CARD,17933,4,4,0.45,21,0,1,PERMANENT
UPI,NETWORK_ERROR,6039,3,3,0.07,10,1,0,TRANSIENT
UPI,BANK_TIMEOUT,38104,1,0,0.23,16,1,1,TRANSIENT
NETBANKING,ACCOUNT_BLOCKED,15290,3,5,0.25,7,1,0,PERMANENT
NETBANKING,GATEWAY_TIMEOUT,18207,1,1,0.06,16,1,1,TRANSIENT
NETBANKING,INVALID_CARD,14454,2,0,0.11,0,1,1,PERMANENT
NETBANKING,CARD_DECLINED,46612,2,2,0.32,3,0,0,CUSTOMER_ACTION
NETBANKING,CARD_DECLINED,19775,1,4,0.15,21,1,0,CUSTOMER_ACTION
NETBANKING,CARD_DECLINED,29491,1,5,0.34,4,0,1,CUSTOMER_ACTION
CARD,ACCOUNT_BLOCKED,28293,1,5,0.2,5,1,0,PERMANENT
UPI,CARD_DECLINED,42545,2,4,0.31,15,0,1,CUSTOMER_ACTION
NETBANKING,FRAUD_SUSPECTED,45956,2,0,0.27,16,0,1,RISK
NETBANKING,INSUFFICIENT_FUNDS,49660,2,5,0.32,21,1,0,CUSTOMER_ACTION
CARD,CARD_DECLINED,15983,2,0,0.24,11,1,0,CUSTOMER_ACTION
UPI,FRAUD_SUSPECTED,14731,1,0,0.41,16,1,0,RISK
CARD,FRAUD_SUSPECTED,26707,4,3,0.05,4,0,0,RISK
UPI,INSUFFICIENT_FUNDS,34877,4,2,0.4,8,0,1,CUSTOMER_ACTION
NETBANKING,INSUFFICIENT_FUNDS,947,2,3,0.02,14,1,1,CUSTOMER_ACTION
NETBANKING,GATEWAY_TIMEOUT,11224,3,4,0.24,5,1,1,TRANSIENT
UPI,FRAUD_SUSPECTED,12508,4,2,0.29,13,1,1,RISK
NETBANKING,FRAUD_SUSPECTED,48930,3,2,0.12,11,0,1,RISK
CARD,INVALID_ACCOUNT,44528,2,2,0.08,13,0,0,PERMANENT
UPI,FRAUD_SUSPECTED,7454,3,5,0.22,7,0,1,RISK
CARD,NETWORK_ERROR,28137,3,5,0.22,1,1,0,TRANSIENT
NETBANKING,INVALID_CARD,35790,2,4,0.37,2,0,1,PERMANENT
NETBANKING,INVALID_ACCOUNT,4067,2,3,0.17,13,0,0,PERMANENT
CARD,FRAUD_SUSPECTED,13387,2,1,0.39,18,0,0,RISK
UPI,FRAUD_SUSPECTED,18377,3,3,0.04,2,1,1,RISK
CARD,EXPIRED_CARD,12707,1,5,0.11,5,1,0,PERMANENT
CARD,INVALID_CARD,7315,4,1,0.36,22,1,1,PERMANENT
CARD,FRAUD_SUSPECTED,47504,2,1,0.32,0,0,1,RISK
NETBANKING,FRAUD_SUSPECTED,49738,4,5,0.1,16,0,0,RISK
UPI,GATEWAY_TIMEOUT,11821,3,0,0.39,22,0,0,TRANSIENT
CARD,INSUFFICIENT_FUNDS,12252,3,1,0.35,8,0,1,CUSTOMER_ACTION
CARD,FRAUD_SUSPECTED,18332,1,4,0.31,10,0,0,RISK
UPI,FRAUD_SUSPECTED,15320,3,3,0.12,6,0,0,RISK
UPI,ACCOUNT_BLOCKED,21489,3,4,0.01,14,1,1,PERMANENT
CARD,INVALID_CARD,33113,4,5,0.08,6,0,1,PERMANENT
CARD,GATEWAY_TIMEOUT,11412,4,4,0.16,9,0,1,TRANSIENT
UPI,ACCOUNT_BLOCKED,45006,2,1,0.02,5,1,1,PERMANENT
CARD,CARD_DECLINED,30694,2,3,0.11,12,0,0,CUSTOMER_ACTION
CARD,GATEWAY_TIMEOUT,25491,1,0,0.24,23,1,0,TRANSIENT
UPI,BANK_TIMEOUT,46040,4,2,0.31,16,1,1,TRANSIENT
NETBANKING,FRAUD_SUSPECTED,6018,4,1,0.13,20,0,0,RISK
UPI,INSUFFICIENT_FUNDS,46848,1,3,0.21,12,1,0,CUSTOMER_ACTION
CARD,CARD_DECLINED,20950,3,0,0.15,0,1,1,CUSTOMER_ACTION
UPI,EXPIRED_CARD,37779,3,0,0.38,3,0,1,PERMANENT
UPI,INVALID_CARD,25177,4,5,0.03,21,0,0,PERMANENT
CARD,INVALID_CARD,27549,1,5,0.06,8,1,0,PERMANENT
CARD,GATEWAY_TIMEOUT,8888,3,2,0.05,0,1,1,TRANSIENT
CARD,INVALID_ACCOUNT,30943,2,1,0.46,13,1,0,PERMANENT
UPI,CARD_DECLINED,13958,2,2,0.14,8,0,1,CUSTOMER_ACTION
NETBANKING,BANK_TIMEOUT,1103,4,1,0.31,11,0,0,TRANSIENT
CARD,INSUFFICIENT_FUNDS,41957,1,3,0.22,3,1,1,CUSTOMER_ACTION
NETBANKING,INSUFFICIENT_FUNDS,13154,1,3,0.38,8,1,1,CUSTOMER_ACTION
NETBANKING,FRAUD_SUSPECTED,4424,2,4,0.46,17,0,1,RISK
UPI,INSUFFICIENT_FUNDS,11890,1,2,0.4,5,0,1,CUSTOMER_ACTION
CARD,INSUFFICIENT_FUNDS,25821,1,0,0.49,5,1,1,CUSTOMER_ACTION
UPI,CARD_DECLINED,21570,1,3,0.37,22,0,1,CUSTOMER_ACTION
NETBANKING,BANK_TIMEOUT,19455,2,0,0.13,22,0,1,TRANSIENT
UPI,GATEWAY_TIMEOUT,31973,3,4,0.2,4,0,0,TRANSIENT
UPI,FRAUD_SUSPECTED,49821,2,3,0.32,11,1,0,RISK
NETBANKING,FRAUD_SUSPECTED,36940,3,5,0.27,6,0,0,RISK
UPI,INVALID_ACCOUNT,18940,4,5,0.13,4,0,1,PERMANENT
UPI,NETWORK_ERROR,49510,3,5,0.26,15,0,1,TRANSIENT
UPI,NETWORK_ERROR,36609,2,1,0.24,5,0,0,TRANSIENT
CARD,NETWORK_ERROR,19035,3,3,0.29,7,0,0,TRANSIENT
